Starting training with parameters:
Using CUDA device 0 - NVIDIA L20
Using save prefix "saved_models/model"
Training with SAM: lr=1e-05
	num_epochs: 30
	batch_size: 16
	module 1 weight: 1.0
	module 2 weight: 1.0
******************************** FOLD 0 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0480409, MSE=0.0480409, MAE=0.168816
[12/30] training 74.5%: Loss=0.0244517, MSE=0.0244517, MAE=0.118392
[12/30] training 80.0%: Loss=0.0251147, MSE=0.0251147, MAE=0.11997
[12/30] training 85.5%: Loss=0.0246423, MSE=0.0246423, MAE=0.118686
[12/30] training 90.9%: Loss=0.0247605, MSE=0.0247605, MAE=0.118728
[12/30] training 97.3%: Loss=0.0253754, MSE=0.0253754, MAE=0.12004
-----------------------------------Finished Epoch 12/30: Loss=117.78, RMSE=1.37366, MAE=1.9125, r_2=-1.1809, p=0.581311
[13/30] training 6.4%: Loss=0.0261261, MSE=0.0261261, MAE=0.118501
[13/30] training 11.8%: Loss=0.0239184, MSE=0.0239184, MAE=0.115333
[13/30] training 17.3%: Loss=0.0233307, MSE=0.0233307, MAE=0.116137
[13/30] training 22.7%: Loss=0.0255117, MSE=0.0255117, MAE=0.120515
[13/30] training 29.1%: Loss=0.0265227, MSE=0.0265227, MAE=0.123511
[13/30] training 34.5%: Loss=0.0261524, MSE=0.0261524, MAE=0.122315
[13/30] training 40.0%: Loss=0.0260013, MSE=0.0260013, MAE=0.12196
[13/30] training 45.5%: Loss=0.0259848, MSE=0.0259848, MAE=0.121355
[13/30] training 51.8%: Loss=0.0258039, MSE=0.0258039, MAE=0.120627
[13/30] training 57.3%: Loss=0.0252555, MSE=0.0252555, MAE=0.119975
[13/30] training 62.7%: Loss=0.0248116, MSE=0.0248116, MAE=0.119726
[13/30] training 68.2%: Loss=0.0250483, MSE=0.0250483, MAE=0.120652
[13/30] training 74.5%: Loss=0.0249146, MSE=0.0249146, MAE=0.119212
[13/30] training 80.0%: Loss=0.0246547, MSE=0.0246547, MAE=0.118768
[13/30] training 85.5%: Loss=0.0246822, MSE=0.0246822, MAE=0.118554
[13/30] training 90.9%: Loss=0.0247437, MSE=0.0247437, MAE=0.118903
[13/30] training 97.3%: Loss=0.0248726, MSE=0.0248726, MAE=0.119351
-----------------------------------Finished Epoch 13/30: Loss=117.604, RMSE=1.34857, MAE=1.89766, r_2=-1.0657, p=0.594397
[14/30] training 6.4%: Loss=0.030221, MSE=0.030221, MAE=0.124679
[14/30] training 11.8%: Loss=0.0261002, MSE=0.0261002, MAE=0.117589
[14/30] training 17.3%: Loss=0.0264517, MSE=0.0264517, MAE=0.119253
[14/30] training 22.7%: Loss=0.0243392, MSE=0.0243392, MAE=0.116609
[14/30] training 29.1%: Loss=0.0243099, MSE=0.0243099, MAE=0.118282
[14/30] training 34.5%: Loss=0.0235997, MSE=0.0235997, MAE=0.11597
[14/30] training 40.0%: Loss=0.0229754, MSE=0.0229754, MAE=0.114057
[14/30] training 45.5%: Loss=0.0228529, MSE=0.0228529, MAE=0.113581
[14/30] training 51.8%: Loss=0.0224124, MSE=0.0224124, MAE=0.112911
[14/30] training 57.3%: Loss=0.0227151, MSE=0.0227151, MAE=0.113298
[14/30] training 62.7%: Loss=0.0235543, MSE=0.0235543, MAE=0.114845
[14/30] training 68.2%: Loss=0.0238136, MSE=0.0238136, MAE=0.115604
[14/30] training 74.5%: Loss=0.0235038, MSE=0.0235038, MAE=0.115369
[14/30] training 80.0%: Loss=0.0239412, MSE=0.0239412, MAE=0.116587
[14/30] training 85.5%: Loss=0.0236747, MSE=0.0236747, MAE=0.115461
[14/30] training 90.9%: Loss=0.023681, MSE=0.023681, MAE=0.115348
[14/30] training 97.3%: Loss=0.0237764, MSE=0.0237764, MAE=0.115582
-----------------------------------Finished Epoch 14/30: Loss=117.686, RMSE=1.34008, MAE=1.88387, r_2=-1.02649, p=0.600084
[15/30] training 6.4%: Loss=0.0224119, MSE=0.0224119, MAE=0.118093
[15/30] training 11.8%: Loss=0.0218726, MSE=0.0218726, MAE=0.115487
[15/30] training 17.3%: Loss=0.0210512, MSE=0.0210512, MAE=0.114581
[15/30] training 22.7%: Loss=0.0217063, MSE=0.0217063, MAE=0.115547
[15/30] training 29.1%: Loss=0.0229556, MSE=0.0229556, MAE=0.116649
[15/30] training 34.5%: Loss=0.0227595, MSE=0.0227595, MAE=0.115085
[15/30] training 40.0%: Loss=0.0223094, MSE=0.0223094, MAE=0.113883
[15/30] training 45.5%: Loss=0.0230712, MSE=0.0230712, MAE=0.115333
[15/30] training 51.8%: Loss=0.0225025, MSE=0.0225025, MAE=0.113524
[15/30] training 57.3%: Loss=0.0228537, MSE=0.0228537, MAE=0.114462
[15/30] training 62.7%: Loss=0.0235778, MSE=0.0235778, MAE=0.115257
[15/30] training 68.2%: Loss=0.0232253, MSE=0.0232253, MAE=0.114448
[15/30] training 74.5%: Loss=0.0231348, MSE=0.0231348, MAE=0.114311
[15/30] training 80.0%: Loss=0.0230273, MSE=0.0230273, MAE=0.114057
[15/30] training 85.5%: Loss=0.0231212, MSE=0.0231212, MAE=0.114415
[15/30] training 90.9%: Loss=0.023851, MSE=0.023851, MAE=0.115778
[15/30] training 97.3%: Loss=0.0238171, MSE=0.0238171, MAE=0.115822
-----------------------------------Finished Epoch 15/30: Loss=117.813, RMSE=1.34726, MAE=1.88132, r_2=-0.934063, p=0.598388
[16/30] training 6.4%: Loss=0.0187857, MSE=0.0187857, MAE=0.10675
[16/30] training 11.8%: Loss=0.0224277, MSE=0.0224277, MAE=0.116971
[16/30] training 17.3%: Loss=0.0214925, MSE=0.0214925, MAE=0.114155
[16/30] training 22.7%: Loss=0.0199458, MSE=0.0199458, MAE=0.107445
[16/30] training 29.1%: Loss=0.0229526, MSE=0.0229526, MAE=0.113232
[16/30] training 34.5%: Loss=0.0231836, MSE=0.0231836, MAE=0.113354
[16/30] training 40.0%: Loss=0.0235196, MSE=0.0235196, MAE=0.114425
[16/30] training 45.5%: Loss=0.0236617, MSE=0.0236617, MAE=0.115014
[16/30] training 51.8%: Loss=0.0233619, MSE=0.0233619, MAE=0.114435
[16/30] training 57.3%: Loss=0.0230148, MSE=0.0230148, MAE=0.113662
[16/30] training 62.7%: Loss=0.0232604, MSE=0.0232604, MAE=0.114404
[16/30] training 68.2%: Loss=0.0239423, MSE=0.0239423, MAE=0.116288
[16/30] training 74.5%: Loss=0.0236331, MSE=0.0236331, MAE=0.116209
[16/30] training 80.0%: Loss=0.0241908, MSE=0.0241908, MAE=0.117287
[16/30] training 85.5%: Loss=0.0237399, MSE=0.0237399, MAE=0.11581
[16/30] training 90.9%: Loss=0.0237486, MSE=0.0237486, MAE=0.115775
[16/30] training 97.3%: Loss=0.0234222, MSE=0.0234222, MAE=0.115187
-----------------------------------Finished Epoch 16/30: Loss=117.447, RMSE=1.34304, MAE=1.9137, r_2=-1.20386, p=0.592602
[17/30] training 6.4%: Loss=0.0194862, MSE=0.0194862, MAE=0.10589
[17/30] training 11.8%: Loss=0.0204291, MSE=0.0204291, MAE=0.108868
[17/30] training 17.3%: Loss=0.0234688, MSE=0.0234688, MAE=0.112612
[17/30] training 22.7%: Loss=0.0246929, MSE=0.0246929, MAE=0.116029
[17/30] training 29.1%: Loss=0.0238827, MSE=0.0238827, MAE=0.114886
[17/30] training 34.5%: Loss=0.024288, MSE=0.024288, MAE=0.115658
[17/30] training 40.0%: Loss=0.0236073, MSE=0.0236073, MAE=0.11401
[17/30] training 45.5%: Loss=0.0245664, MSE=0.0245664, MAE=0.116734
[17/30] training 51.8%: Loss=0.0245687, MSE=0.0245687, MAE=0.116679
[17/30] training 57.3%: Loss=0.0246161, MSE=0.0246161, MAE=0.116405
[17/30] training 62.7%: Loss=0.0244842, MSE=0.0244842, MAE=0.116227
[17/30] training 68.2%: Loss=0.0242312, MSE=0.0242312, MAE=0.115979
[17/30] training 74.5%: Loss=0.0240144, MSE=0.0240144, MAE=0.115253
[17/30] training 80.0%: Loss=0.0241215, MSE=0.0241215, MAE=0.115339
[17/30] training 85.5%: Loss=0.0238211, MSE=0.0238211, MAE=0.114992
[17/30] training 90.9%: Loss=0.0234957, MSE=0.0234957, MAE=0.114504
[17/30] training 97.3%: Loss=0.0228802, MSE=0.0228802, MAE=0.112946
-----------------------------------Finished Epoch 17/30: Loss=117.433, RMSE=1.32593, MAE=1.90103, r_2=-0.971521, p=0.598625
[18/30] training 6.4%: Loss=0.0220748, MSE=0.0220748, MAE=0.106236
[18/30] training 11.8%: Loss=0.0229046, MSE=0.0229046, MAE=0.110427
[18/30] training 17.3%: Loss=0.0212722, MSE=0.0212722, MAE=0.105317
[18/30] training 22.7%: Loss=0.0214953, MSE=0.0214953, MAE=0.107618
[18/30] training 29.1%: Loss=0.0218065, MSE=0.0218065, MAE=0.109171
[18/30] training 34.5%: Loss=0.0229427, MSE=0.0229427, MAE=0.112205
[18/30] training 40.0%: Loss=0.0222279, MSE=0.0222279, MAE=0.110148
[18/30] training 45.5%: Loss=0.0222596, MSE=0.0222596, MAE=0.110819
[18/30] training 51.8%: Loss=0.0235152, MSE=0.0235152, MAE=0.112685
[18/30] training 57.3%: Loss=0.024025, MSE=0.024025, MAE=0.112841
[18/30] training 62.7%: Loss=0.0242801, MSE=0.0242801, MAE=0.113679
[18/30] training 68.2%: Loss=0.0242114, MSE=0.0242114, MAE=0.114192
[18/30] training 74.5%: Loss=0.0242982, MSE=0.0242982, MAE=0.11434
[18/30] training 80.0%: Loss=0.0244015, MSE=0.0244015, MAE=0.114785
[18/30] training 85.5%: Loss=0.024375, MSE=0.024375, MAE=0.115209
[18/30] training 90.9%: Loss=0.0241134, MSE=0.0241134, MAE=0.115285
[18/30] training 97.3%: Loss=0.0240401, MSE=0.0240401, MAE=0.115407
-----------------------------------Finished Epoch 18/30: Loss=117.59, RMSE=1.32563, MAE=1.8804, r_2=-0.859696, p=0.603545
[19/30] training 6.4%: Loss=0.0174026, MSE=0.0174026, MAE=0.101331
[19/30] training 11.8%: Loss=0.0205264, MSE=0.0205264, MAE=0.107908
[19/30] training 17.3%: Loss=0.0222815, MSE=0.0222815, MAE=0.11144
[19/30] training 22.7%: Loss=0.023565, MSE=0.023565, MAE=0.1132
[19/30] training 29.1%: Loss=0.0242146, MSE=0.0242146, MAE=0.11486
[19/30] training 34.5%: Loss=0.024049, MSE=0.024049, MAE=0.114809
[19/30] training 40.0%: Loss=0.0233585, MSE=0.0233585, MAE=0.112882
[19/30] training 45.5%: Loss=0.0238796, MSE=0.0238796, MAE=0.114942
[19/30] training 51.8%: Loss=0.0232305, MSE=0.0232305, MAE=0.113933
[19/30] training 57.3%: Loss=0.0231848, MSE=0.0231848, MAE=0.114066
[19/30] training 62.7%: Loss=0.0228854, MSE=0.0228854, MAE=0.113216
[19/30] training 68.2%: Loss=0.0230217, MSE=0.0230217, MAE=0.114051
[19/30] training 74.5%: Loss=0.0227401, MSE=0.0227401, MAE=0.113141
[19/30] training 80.0%: Loss=0.0227804, MSE=0.0227804, MAE=0.112888
[19/30] training 85.5%: Loss=0.0230621, MSE=0.0230621, MAE=0.113711
[19/30] training 90.9%: Loss=0.0231245, MSE=0.0231245, MAE=0.114236
[19/30] training 97.3%: Loss=0.0229176, MSE=0.0229176, MAE=0.113963
-----------------------------------Finished Epoch 19/30: Loss=117.799, RMSE=1.32428, MAE=1.86909, r_2=-0.891396, p=0.605603
[20/30] training 6.4%: Loss=0.0250069, MSE=0.025007, MAE=0.124237
[20/30] training 11.8%: Loss=0.0265397, MSE=0.0265397, MAE=0.120342
[20/30] training 17.3%: Loss=0.022835, MSE=0.022835, MAE=0.111291
[20/30] training 22.7%: Loss=0.0218118, MSE=0.0218118, MAE=0.110631
[20/30] training 29.1%: Loss=0.0219098, MSE=0.0219098, MAE=0.108866
[20/30] training 34.5%: Loss=0.022025, MSE=0.022025, MAE=0.108642
[20/30] training 40.0%: Loss=0.0222249, MSE=0.0222249, MAE=0.10863
[20/30] training 45.5%: Loss=0.0220698, MSE=0.0220698, MAE=0.109138
[20/30] training 51.8%: Loss=0.021712, MSE=0.021712, MAE=0.109115
[20/30] training 57.3%: Loss=0.0223696, MSE=0.0223696, MAE=0.110086
[20/30] training 62.7%: Loss=0.021644, MSE=0.021644, MAE=0.1084
[20/30] training 68.2%: Loss=0.022017, MSE=0.022017, MAE=0.109743
[20/30] training 74.5%: Loss=0.0219476, MSE=0.0219476, MAE=0.110464
[20/30] training 80.0%: Loss=0.0227845, MSE=0.0227845, MAE=0.112676
[20/30] training 85.5%: Loss=0.0229403, MSE=0.0229403, MAE=0.113012
[20/30] training 90.9%: Loss=0.0229566, MSE=0.0229566, MAE=0.112754
[20/30] training 97.3%: Loss=0.0233221, MSE=0.0233221, MAE=0.11408
-----------------------------------Finished Epoch 20/30: Loss=117.616, RMSE=1.3112, MAE=1.86965, r_2=-0.881818, p=0.60925
[21/30] training 6.4%: Loss=0.021359, MSE=0.021359, MAE=0.105925
[21/30] training 11.8%: Loss=0.0285377, MSE=0.0285377, MAE=0.122883
[21/30] training 17.3%: Loss=0.0261637, MSE=0.0261637, MAE=0.118097
[21/30] training 22.7%: Loss=0.0256875, MSE=0.0256875, MAE=0.118297
[21/30] training 29.1%: Loss=0.0258679, MSE=0.0258679, MAE=0.118687
[21/30] training 34.5%: Loss=0.0256572, MSE=0.0256572, MAE=0.118815
[21/30] training 40.0%: Loss=0.0256589, MSE=0.0256589, MAE=0.117682
[21/30] training 45.5%: Loss=0.024231, MSE=0.024231, MAE=0.113948
[21/30] training 51.8%: Loss=0.0232787, MSE=0.0232787, MAE=0.113002
[21/30] training 57.3%: Loss=0.0239578, MSE=0.0239578, MAE=0.113976
[21/30] training 62.7%: Loss=0.0237207, MSE=0.0237207, MAE=0.113865
[21/30] training 68.2%: Loss=0.0233436, MSE=0.0233436, MAE=0.113
[21/30] training 74.5%: Loss=0.0232192, MSE=0.0232192, MAE=0.113133
[21/30] training 80.0%: Loss=0.0227927, MSE=0.0227927, MAE=0.112272
[21/30] training 85.5%: Loss=0.0225116, MSE=0.0225116, MAE=0.111636
[21/30] training 90.9%: Loss=0.0222, MSE=0.0222, MAE=0.110406
[21/30] training 97.3%: Loss=0.0225563, MSE=0.0225563, MAE=0.111754
-----------------------------------Finished Epoch 21/30: Loss=117.594, RMSE=1.31259, MAE=1.87606, r_2=-0.961962, p=0.606974
[22/30] training 6.4%: Loss=0.0223757, MSE=0.0223757, MAE=0.106777
[22/30] training 11.8%: Loss=0.0242453, MSE=0.0242453, MAE=0.114678
[22/30] training 17.3%: Loss=0.0243731, MSE=0.0243731, MAE=0.11415
[22/30] training 22.7%: Loss=0.0235246, MSE=0.0235246, MAE=0.112639
[22/30] training 29.1%: Loss=0.0229144, MSE=0.0229144, MAE=0.1111
[22/30] training 34.5%: Loss=0.0224674, MSE=0.0224674, MAE=0.110224
[22/30] training 40.0%: Loss=0.022733, MSE=0.022733, MAE=0.111259
[22/30] training 45.5%: Loss=0.0225936, MSE=0.0225936, MAE=0.111614
[22/30] training 51.8%: Loss=0.0220625, MSE=0.0220625, MAE=0.110197
[22/30] training 57.3%: Loss=0.0217681, MSE=0.0217681, MAE=0.109381
[22/30] training 62.7%: Loss=0.0219588, MSE=0.0219588, MAE=0.110763
[22/30] training 68.2%: Loss=0.0220713, MSE=0.0220713, MAE=0.111539
[22/30] training 74.5%: Loss=0.0220388, MSE=0.0220388, MAE=0.11137
[22/30] training 80.0%: Loss=0.0218928, MSE=0.0218928, MAE=0.110979
[22/30] training 85.5%: Loss=0.0219045, MSE=0.0219045, MAE=0.111118
[22/30] training 90.9%: Loss=0.0219797, MSE=0.0219797, MAE=0.111598
[22/30] training 97.3%: Loss=0.022145, MSE=0.022145, MAE=0.111616
-----------------------------------Finished Epoch 22/30: Loss=117.693, RMSE=1.30356, MAE=1.85861, r_2=-0.812448, p=0.613073
[23/30] training 6.4%: Loss=0.0251287, MSE=0.0251287, MAE=0.121396
[23/30] training 11.8%: Loss=0.0229158, MSE=0.0229158, MAE=0.115031
[23/30] training 17.3%: Loss=0.023086, MSE=0.023086, MAE=0.114426
[23/30] training 22.7%: Loss=0.0216286, MSE=0.0216286, MAE=0.109741
[23/30] training 29.1%: Loss=0.0234703, MSE=0.0234703, MAE=0.1132
[23/30] training 34.5%: Loss=0.0239472, MSE=0.0239472, MAE=0.113649
[23/30] training 40.0%: Loss=0.0230666, MSE=0.0230666, MAE=0.111798
[23/30] training 45.5%: Loss=0.0229116, MSE=0.0229116, MAE=0.111542
[23/30] training 51.8%: Loss=0.021874, MSE=0.021874, MAE=0.108846
[23/30] training 57.3%: Loss=0.0225741, MSE=0.0225741, MAE=0.11085
[23/30] training 62.7%: Loss=0.0221147, MSE=0.0221147, MAE=0.110595
[23/30] training 68.2%: Loss=0.0226066, MSE=0.0226066, MAE=0.111373
[23/30] training 74.5%: Loss=0.0234127, MSE=0.0234127, MAE=0.112798
[23/30] training 80.0%: Loss=0.0232397, MSE=0.0232397, MAE=0.112159
[23/30] training 85.5%: Loss=0.0230818, MSE=0.0230818, MAE=0.111894
[23/30] training 90.9%: Loss=0.0230322, MSE=0.0230322, MAE=0.111762
[23/30] training 97.3%: Loss=0.0231768, MSE=0.0231768, MAE=0.111815
-----------------------------------Finished Epoch 23/30: Loss=117.002, RMSE=1.34666, MAE=1.94026, r_2=-0.940681, p=0.604223
[24/30] training 6.4%: Loss=0.020954, MSE=0.020954, MAE=0.113713
[24/30] training 11.8%: Loss=0.0261723, MSE=0.0261723, MAE=0.118759
[24/30] training 17.3%: Loss=0.0275647, MSE=0.0275647, MAE=0.121327
[24/30] training 22.7%: Loss=0.0254395, MSE=0.0254395, MAE=0.11718
[24/30] training 29.1%: Loss=0.0244716, MSE=0.0244716, MAE=0.115089
[24/30] training 34.5%: Loss=0.0245478, MSE=0.0245478, MAE=0.114919
[24/30] training 40.0%: Loss=0.0243892, MSE=0.0243892, MAE=0.114904
[24/30] training 45.5%: Loss=0.0248654, MSE=0.0248654, MAE=0.116844
[24/30] training 51.8%: Loss=0.0240511, MSE=0.0240511, MAE=0.115107
[24/30] training 57.3%: Loss=0.0238448, MSE=0.0238448, MAE=0.114642
[24/30] training 62.7%: Loss=0.0241384, MSE=0.0241384, MAE=0.115089
[24/30] training 68.2%: Loss=0.0245079, MSE=0.0245079, MAE=0.115605
[24/30] training 74.5%: Loss=0.0242982, MSE=0.0242982, MAE=0.115193
[24/30] training 80.0%: Loss=0.0236416, MSE=0.0236416, MAE=0.113909
[24/30] training 85.5%: Loss=0.0231054, MSE=0.0231054, MAE=0.112492
[24/30] training 90.9%: Loss=0.0230664, MSE=0.0230664, MAE=0.112802
[24/30] training 97.3%: Loss=0.0228545, MSE=0.0228545, MAE=0.112537
-----------------------------------Finished Epoch 24/30: Loss=116.983, RMSE=1.34772, MAE=1.93904, r_2=-0.857443, p=0.605907
[25/30] training 6.4%: Loss=0.0172676, MSE=0.0172676, MAE=0.104513
[25/30] training 11.8%: Loss=0.0218381, MSE=0.0218381, MAE=0.112646
[25/30] training 17.3%: Loss=0.021247, MSE=0.021247, MAE=0.111011
[25/30] training 22.7%: Loss=0.0222743, MSE=0.0222743, MAE=0.110191
[25/30] training 29.1%: Loss=0.0228367, MSE=0.0228367, MAE=0.111049
[25/30] training 34.5%: Loss=0.0229983, MSE=0.0229983, MAE=0.110662
[25/30] training 40.0%: Loss=0.0232357, MSE=0.0232357, MAE=0.111945
[25/30] training 45.5%: Loss=0.0233033, MSE=0.0233033, MAE=0.11178
[25/30] training 51.8%: Loss=0.0231223, MSE=0.0231223, MAE=0.111709
[25/30] training 57.3%: Loss=0.0226818, MSE=0.0226818, MAE=0.110672
[25/30] training 62.7%: Loss=0.0228671, MSE=0.0228671, MAE=0.110677
[25/30] training 68.2%: Loss=0.0225093, MSE=0.0225093, MAE=0.110016
[25/30] training 74.5%: Loss=0.0227074, MSE=0.0227074, MAE=0.111076
[25/30] training 80.0%: Loss=0.0228948, MSE=0.0228948, MAE=0.111391
[25/30] training 85.5%: Loss=0.0225228, MSE=0.0225228, MAE=0.111101
[25/30] training 90.9%: Loss=0.0223049, MSE=0.0223049, MAE=0.110774
[25/30] training 97.3%: Loss=0.0222831, MSE=0.0222831, MAE=0.110991
-----------------------------------Finished Epoch 25/30: Loss=117.208, RMSE=1.30096, MAE=1.87696, r_2=-0.753611, p=0.623279
[26/30] training 6.4%: Loss=0.0252077, MSE=0.0252077, MAE=0.11769
[26/30] training 11.8%: Loss=0.0268553, MSE=0.0268553, MAE=0.121508
[26/30] training 17.3%: Loss=0.0265039, MSE=0.0265039, MAE=0.120781
[26/30] training 22.7%: Loss=0.0254355, MSE=0.0254355, MAE=0.118853
[26/30] training 29.1%: Loss=0.0253961, MSE=0.0253961, MAE=0.116869
[26/30] training 34.5%: Loss=0.0244606, MSE=0.0244606, MAE=0.115115
[26/30] training 40.0%: Loss=0.0250162, MSE=0.0250162, MAE=0.117203
[26/30] training 45.5%: Loss=0.0241206, MSE=0.0241206, MAE=0.116019
[26/30] training 51.8%: Loss=0.0238761, MSE=0.0238761, MAE=0.115143
[26/30] training 57.3%: Loss=0.0230322, MSE=0.0230322, MAE=0.113207
[26/30] training 62.7%: Loss=0.0230535, MSE=0.0230535, MAE=0.113582
[26/30] training 68.2%: Loss=0.0231271, MSE=0.0231271, MAE=0.113356
[26/30] training 74.5%: Loss=0.0230752, MSE=0.0230752, MAE=0.113136
[26/30] training 80.0%: Loss=0.0227141, MSE=0.0227141, MAE=0.112596
[26/30] training 85.5%: Loss=0.0226236, MSE=0.0226236, MAE=0.112749
[26/30] training 90.9%: Loss=0.0226466, MSE=0.0226466, MAE=0.112403
[26/30] training 97.3%: Loss=0.0224174, MSE=0.0224174, MAE=0.111954
-----------------------------------Finished Epoch 26/30: Loss=116.908, RMSE=1.34775, MAE=1.93225, r_2=-0.894873, p=0.616754
[27/30] training 6.4%: Loss=0.0240528, MSE=0.0240528, MAE=0.115247
[27/30] training 11.8%: Loss=0.0224568, MSE=0.0224568, MAE=0.108545
[27/30] training 17.3%: Loss=0.0205164, MSE=0.0205164, MAE=0.104152
[27/30] training 22.7%: Loss=0.0209359, MSE=0.0209359, MAE=0.105676
[27/30] training 29.1%: Loss=0.0222401, MSE=0.0222401, MAE=0.108551
[27/30] training 34.5%: Loss=0.0220461, MSE=0.0220461, MAE=0.108945
[27/30] training 40.0%: Loss=0.0218665, MSE=0.0218665, MAE=0.108749
[27/30] training 45.5%: Loss=0.0216179, MSE=0.0216179, MAE=0.10851
[27/30] training 51.8%: Loss=0.0213252, MSE=0.0213252, MAE=0.108254
[27/30] training 57.3%: Loss=0.0211306, MSE=0.0211306, MAE=0.10854
[27/30] training 62.7%: Loss=0.0212649, MSE=0.0212649, MAE=0.108934
[27/30] training 68.2%: Loss=0.0212568, MSE=0.0212568, MAE=0.108225
[27/30] training 74.5%: Loss=0.0215824, MSE=0.0215824, MAE=0.109042
[27/30] training 80.0%: Loss=0.0221234, MSE=0.0221234, MAE=0.109701
[27/30] training 85.5%: Loss=0.0220979, MSE=0.0220979, MAE=0.109568
[27/30] training 90.9%: Loss=0.0218604, MSE=0.0218604, MAE=0.109148
[27/30] training 97.3%: Loss=0.0216877, MSE=0.0216877, MAE=0.108663
-----------------------------------Finished Epoch 27/30: Loss=117.321, RMSE=1.32078, MAE=1.87792, r_2=-0.862174, p=0.617188
[28/30] training 6.4%: Loss=0.0190651, MSE=0.0190651, MAE=0.107838
[28/30] training 11.8%: Loss=0.0219179, MSE=0.0219179, MAE=0.109901
[28/30] training 17.3%: Loss=0.0206962, MSE=0.0206962, MAE=0.107395
[28/30] training 22.7%: Loss=0.0192154, MSE=0.0192154, MAE=0.104574
[28/30] training 29.1%: Loss=0.0210947, MSE=0.0210947, MAE=0.107813
[28/30] training 34.5%: Loss=0.0208279, MSE=0.0208279, MAE=0.106938
[28/30] training 40.0%: Loss=0.0204267, MSE=0.0204267, MAE=0.106055
[28/30] training 45.5%: Loss=0.0207496, MSE=0.0207496, MAE=0.105953
[28/30] training 51.8%: Loss=0.0206763, MSE=0.0206763, MAE=0.106267
[28/30] training 57.3%: Loss=0.0214642, MSE=0.0214642, MAE=0.107942
[28/30] training 62.7%: Loss=0.0214324, MSE=0.0214324, MAE=0.107664
[28/30] training 68.2%: Loss=0.0221132, MSE=0.0221132, MAE=0.109338
[28/30] training 74.5%: Loss=0.0217235, MSE=0.0217235, MAE=0.108458
[28/30] training 80.0%: Loss=0.0214833, MSE=0.0214833, MAE=0.108001
[28/30] training 85.5%: Loss=0.0214916, MSE=0.0214916, MAE=0.108188
[28/30] training 90.9%: Loss=0.0218472, MSE=0.0218472, MAE=0.108379
[28/30] training 97.3%: Loss=0.0215168, MSE=0.0215168, MAE=0.107905
-----------------------------------Finished Epoch 28/30: Loss=117.328, RMSE=1.29788, MAE=1.87186, r_2=-0.767138, p=0.619196
[29/30] training 6.4%: Loss=0.021536, MSE=0.021536, MAE=0.103671
[29/30] training 11.8%: Loss=0.0181535, MSE=0.0181535, MAE=0.0982809
[29/30] training 17.3%: Loss=0.0177349, MSE=0.0177349, MAE=0.0978706
[29/30] training 22.7%: Loss=0.019203, MSE=0.019203, MAE=0.103493
[29/30] training 29.1%: Loss=0.0185991, MSE=0.0185991, MAE=0.102884
[29/30] training 34.5%: Loss=0.0197803, MSE=0.0197803, MAE=0.103835
[29/30] training 40.0%: Loss=0.0204802, MSE=0.0204802, MAE=0.106058
[29/30] training 45.5%: Loss=0.0205228, MSE=0.0205228, MAE=0.105672
[29/30] training 51.8%: Loss=0.0208247, MSE=0.0208247, MAE=0.106318
[29/30] training 57.3%: Loss=0.0209702, MSE=0.0209702, MAE=0.106742
[29/30] training 62.7%: Loss=0.0211442, MSE=0.0211442, MAE=0.106828
[29/30] training 68.2%: Loss=0.0216587, MSE=0.0216587, MAE=0.107754
[29/30] training 74.5%: Loss=0.0220721, MSE=0.0220721, MAE=0.108469
[29/30] training 80.0%: Loss=0.0225061, MSE=0.0225061, MAE=0.109471
[29/30] training 85.5%: Loss=0.0219637, MSE=0.0219637, MAE=0.108414
[29/30] training 90.9%: Loss=0.0216824, MSE=0.0216824, MAE=0.108062
[29/30] training 97.3%: Loss=0.0216079, MSE=0.0216079, MAE=0.108226
-----------------------------------Finished Epoch 29/30: Loss=116.872, RMSE=1.36794, MAE=1.9615, r_2=-0.942618, p=0.603665
[30/30] training 6.4%: Loss=0.0258672, MSE=0.0258672, MAE=0.117711
[30/30] training 11.8%: Loss=0.0295613, MSE=0.0295613, MAE=0.126712
[30/30] training 17.3%: Loss=0.0279267, MSE=0.0279267, MAE=0.123937
[30/30] training 22.7%: Loss=0.0251971, MSE=0.025197, MAE=0.116536
[30/30] training 29.1%: Loss=0.02479, MSE=0.02479, MAE=0.114926
[30/30] training 34.5%: Loss=0.0233955, MSE=0.0233955, MAE=0.112192
[30/30] training 40.0%: Loss=0.0225907, MSE=0.0225907, MAE=0.111374
[30/30] training 45.5%: Loss=0.0217678, MSE=0.0217678, MAE=0.109567
[30/30] training 51.8%: Loss=0.022031, MSE=0.022031, MAE=0.109603
[30/30] training 57.3%: Loss=0.0223596, MSE=0.0223596, MAE=0.110128
[30/30] training 62.7%: Loss=0.0217205, MSE=0.0217205, MAE=0.10852
[30/30] training 68.2%: Loss=0.0212659, MSE=0.0212659, MAE=0.107553
[30/30] training 74.5%: Loss=0.0216036, MSE=0.0216036, MAE=0.108628
[30/30] training 80.0%: Loss=0.021738, MSE=0.021738, MAE=0.108638
[30/30] training 85.5%: Loss=0.0221424, MSE=0.0221424, MAE=0.109139
[30/30] training 90.9%: Loss=0.0222219, MSE=0.0222219, MAE=0.109569
